review_id,role,status,location,date,rating,combined_text,sentences,sentiment,sentence_id
281,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/10/2021,2.0,"Jobs are stressful and the wrong people are praised. Like most jobs, it's quantity over quality. The faster you work, the more praise you get. In my experience, files were pushed through without all the necessary requirements because it's more important to make goal than be correct. If you are a person that takes pride in your work and follows procedure, you are looked at as uncooperative with most parties due to the fact that you won't just move the incomplete file on. Files came to the department I worked in as incomplete and rushed, this caused a lot of stress and re-schedules, and caused me to have to put other work aside for the rushes, only for it not to be able to be finalized. This to me was very frustrating, because it was a waste of time to review the rush file and caused my previous work to become rushed since it was pushed back to accommodate other rush files. Those that fly through their files and have high numbers are praised even if the work is not up to par. Pay is not competitive with other banks, even though this bank is the fifth largest bank, they still refuse to offer a decent pay, especially for the amount of stress the job causes. this bank prides themselves on inclusion and diversity but I did not feel or see that while working here. In my experience, trying to move around in the company is a hassle. I tried to get off the team I was on several times, applying for different positions and was always told they are on a hiring freeze. The only positive I can say is the remote work. Other than that be prepared to be stressed out, over worked and underpaid.","In my experience, trying to move around in the company is a hassle.","{'label': 'NEGATIVE', 'score': 0.9989286065101624}",178
281,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/10/2021,2.0,"Jobs are stressful and the wrong people are praised. Like most jobs, it's quantity over quality. The faster you work, the more praise you get. In my experience, files were pushed through without all the necessary requirements because it's more important to make goal than be correct. If you are a person that takes pride in your work and follows procedure, you are looked at as uncooperative with most parties due to the fact that you won't just move the incomplete file on. Files came to the department I worked in as incomplete and rushed, this caused a lot of stress and re-schedules, and caused me to have to put other work aside for the rushes, only for it not to be able to be finalized. This to me was very frustrating, because it was a waste of time to review the rush file and caused my previous work to become rushed since it was pushed back to accommodate other rush files. Those that fly through their files and have high numbers are praised even if the work is not up to par. Pay is not competitive with other banks, even though this bank is the fifth largest bank, they still refuse to offer a decent pay, especially for the amount of stress the job causes. this bank prides themselves on inclusion and diversity but I did not feel or see that while working here. In my experience, trying to move around in the company is a hassle. I tried to get off the team I was on several times, applying for different positions and was always told they are on a hiring freeze. The only positive I can say is the remote work. Other than that be prepared to be stressed out, over worked and underpaid.","I tried to get off the team I was on several times, applying for different positions and was always told the team I was on are on a hiring freeze.","{'label': 'NEGATIVE', 'score': 0.998965859413147}",179
281,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/10/2021,2.0,"Jobs are stressful and the wrong people are praised. Like most jobs, it's quantity over quality. The faster you work, the more praise you get. In my experience, files were pushed through without all the necessary requirements because it's more important to make goal than be correct. If you are a person that takes pride in your work and follows procedure, you are looked at as uncooperative with most parties due to the fact that you won't just move the incomplete file on. Files came to the department I worked in as incomplete and rushed, this caused a lot of stress and re-schedules, and caused me to have to put other work aside for the rushes, only for it not to be able to be finalized. This to me was very frustrating, because it was a waste of time to review the rush file and caused my previous work to become rushed since it was pushed back to accommodate other rush files. Those that fly through their files and have high numbers are praised even if the work is not up to par. Pay is not competitive with other banks, even though this bank is the fifth largest bank, they still refuse to offer a decent pay, especially for the amount of stress the job causes. this bank prides themselves on inclusion and diversity but I did not feel or see that while working here. In my experience, trying to move around in the company is a hassle. I tried to get off the team I was on several times, applying for different positions and was always told they are on a hiring freeze. The only positive I can say is the remote work. Other than that be prepared to be stressed out, over worked and underpaid.",The only positive I can say is the remote work.,"{'label': 'NEGATIVE', 'score': 0.9710277915000916}",180
281,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/10/2021,2.0,"Jobs are stressful and the wrong people are praised. Like most jobs, it's quantity over quality. The faster you work, the more praise you get. In my experience, files were pushed through without all the necessary requirements because it's more important to make goal than be correct. If you are a person that takes pride in your work and follows procedure, you are looked at as uncooperative with most parties due to the fact that you won't just move the incomplete file on. Files came to the department I worked in as incomplete and rushed, this caused a lot of stress and re-schedules, and caused me to have to put other work aside for the rushes, only for it not to be able to be finalized. This to me was very frustrating, because it was a waste of time to review the rush file and caused my previous work to become rushed since it was pushed back to accommodate other rush files. Those that fly through their files and have high numbers are praised even if the work is not up to par. Pay is not competitive with other banks, even though this bank is the fifth largest bank, they still refuse to offer a decent pay, especially for the amount of stress the job causes. this bank prides themselves on inclusion and diversity but I did not feel or see that while working here. In my experience, trying to move around in the company is a hassle. I tried to get off the team I was on several times, applying for different positions and was always told they are on a hiring freeze. The only positive I can say is the remote work. Other than that be prepared to be stressed out, over worked and underpaid.","Other than the remote work be prepared to be stressed out, over worked and underpaid.","{'label': 'NEGATIVE', 'score': 0.9970519542694092}",181
282,Mail and Data Processing Clerk,Former Employee,"Philadelphia, PA",09/09/2021,5.0,"I loved working there. . Everything was a learning experience and I miss the team. I learned a lot of things working for the company and Meg plenty of different ppl. I had a lot of work to do throughout the day, and I enjoyed it. ",I loved working there. .,"{'label': 'POSITIVE', 'score': 0.9997281432151794}",182
282,Mail and Data Processing Clerk,Former Employee,"Philadelphia, PA",09/09/2021,5.0,"I loved working there. . Everything was a learning experience and I miss the team. I learned a lot of things working for the company and Meg plenty of different ppl. I had a lot of work to do throughout the day, and I enjoyed it. ",Everything was a learning experience and I miss the team.,"{'label': 'NEGATIVE', 'score': 0.9987744688987732}",183
282,Mail and Data Processing Clerk,Former Employee,"Philadelphia, PA",09/09/2021,5.0,"I loved working there. . Everything was a learning experience and I miss the team. I learned a lot of things working for the company and Meg plenty of different ppl. I had a lot of work to do throughout the day, and I enjoyed it. ",I learned a lot of things working for the company and Meg plenty of different ppl.,"{'label': 'POSITIVE', 'score': 0.8432184457778931}",184
282,Mail and Data Processing Clerk,Former Employee,"Philadelphia, PA",09/09/2021,5.0,"I loved working there. . Everything was a learning experience and I miss the team. I learned a lot of things working for the company and Meg plenty of different ppl. I had a lot of work to do throughout the day, and I enjoyed it. ","I had a lot of work to do throughout the day, and I enjoyed a lot of work to do throughout the day.","{'label': 'POSITIVE', 'score': 0.9998708963394165}",185
283,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/09/2021,2.0,low pay. In this role low pay good benefits. Typical day at work sitting at your desk the entire time. Competing for available work with co workers work to make numbers. Quality of work is irrelevant just speed.,low pay.,"{'label': 'NEGATIVE', 'score': 0.9997947812080383}",186
283,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/09/2021,2.0,low pay. In this role low pay good benefits. Typical day at work sitting at your desk the entire time. Competing for available work with co workers work to make numbers. Quality of work is irrelevant just speed.,In this role low pay good benefits.,"{'label': 'NEGATIVE', 'score': 0.9552662968635559}",187
283,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/09/2021,2.0,low pay. In this role low pay good benefits. Typical day at work sitting at your desk the entire time. Competing for available work with co workers work to make numbers. Quality of work is irrelevant just speed.,Typical day at work sitting at your desk the entire time.,"{'label': 'NEGATIVE', 'score': 0.9933927655220032}",188
283,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/09/2021,2.0,low pay. In this role low pay good benefits. Typical day at work sitting at your desk the entire time. Competing for available work with co workers work to make numbers. Quality of work is irrelevant just speed.,Competing for available work with co workers work to make numbers.,"{'label': 'NEGATIVE', 'score': 0.9881220459938049}",189
283,Loan Closing Analyst,Former Employee,"Pittsburgh, PA",09/09/2021,2.0,low pay. In this role low pay good benefits. Typical day at work sitting at your desk the entire time. Competing for available work with co workers work to make numbers. Quality of work is irrelevant just speed.,Quality of work is irrelevant just speed.,"{'label': 'NEGATIVE', 'score': 0.9992897510528564}",190
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...",Overall good workplace but management and scheduling improvements needed....,"{'label': 'NEGATIVE', 'score': 0.5061116218566895}",191
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","With this bank work life balance, it's important to understand each branch is different according to the manager.","{'label': 'POSITIVE', 'score': 0.9987753033638}",192
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...",Some managers understand that work is work and there is some form of life outside of this bank,"{'label': 'NEGATIVE', 'score': 0.8710518479347229}",193
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","so Some managers'll stick to the 8 - 5 schedule; however, others do not.","{'label': 'NEGATIVE', 'score': 0.9941785335540771}",194
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly.","{'label': 'NEGATIVE', 'score': 0.9527996182441711}",195
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time.","{'label': 'NEGATIVE', 'score': 0.9962691068649292}",196
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time.","{'label': 'NEGATIVE', 'score': 0.9982421398162842}",197
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","Honestly, if we could get out the door according to schedule, the work-life balance would be great.","{'label': 'POSITIVE', 'score': 0.9966509938240051}",198
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","When it comes to compensation/benefits, there's a lot of murkiness.","{'label': 'NEGATIVE', 'score': 0.9986949563026428}",199
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...","You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference.","{'label': 'NEGATIVE', 'score': 0.998336911201477}",200
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...",They will keep piling the additional responsibilities on to you but not compensate you for the additional responsibilities.,"{'label': 'POSITIVE', 'score': 0.8276212215423584}",201
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...",I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year.,"{'label': 'NEGATIVE', 'score': 0.9927002787590027}",202
284,Branch Banker,Current Employee,"Huntsville, AL",09/08/2021,2.0,"Overall good workplace but management and scheduling improvements needed.... With this bank work life balance, it's important to understand each branch is different according to the manager. Some managers understand that work is work and there is some form of life outside of this bank so they'll stick to the 8 - 5 schedule; however, others do not. There is a lot of scheduling outside of typical 8-5 hours, for example rotating every other Friday until 6:15pm and then Saturdays quarterly. I can count on more hands than two the times I've had to stay late, come in early, or be sent to another branch over 25+ minutes away to help out at a moment's notice just in two months time. These requests disrupt the work-life balance because you basically cannot expect to get to any other commitment (daycare, appointment, etc) on time once you leave the office because you won't leave the office on time. Honestly, if we could get out the door according to schedule, the work-life balance would be great. When it comes to compensation/benefits, there's a lot of murkiness. You're asked to train two to four people and pick up slack in a short staffed branch because you've done such an outstanding job in your current role, but come annual review time your raise will not even be enough to make a noticeable difference. They will keep piling the additional responsibilities on to you but not compensate you for it. I believe my pay check's taxes for one pay period was more than my most recent raise for the whole entire year. This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...",This seems a little confusing as usually commended performance is compensated fairly and a 'Meets or Exceeds Expectations' rating should be a valid defense for at least - more...,"{'label': 'NEGATIVE', 'score': 0.9800241589546204}",203
285,Mortgage Loan Officer,Former Employee,Illinois,09/08/2021,3.0,Culture and system issues. The brand and the management are lacking badly. I was promised things that never panned out. The management is more interested in conference calls and their own compensation.,Culture and system issues.,"{'label': 'NEGATIVE', 'score': 0.984329104423523}",204
285,Mortgage Loan Officer,Former Employee,Illinois,09/08/2021,3.0,Culture and system issues. The brand and the management are lacking badly. I was promised things that never panned out. The management is more interested in conference calls and their own compensation.,The brand and the management are lacking badly.,"{'label': 'NEGATIVE', 'score': 0.9997648596763611}",205
285,Mortgage Loan Officer,Former Employee,Illinois,09/08/2021,3.0,Culture and system issues. The brand and the management are lacking badly. I was promised things that never panned out. The management is more interested in conference calls and their own compensation.,I was promised things that never panned out.,"{'label': 'POSITIVE', 'score': 0.9995468258857727}",206
285,Mortgage Loan Officer,Former Employee,Illinois,09/08/2021,3.0,Culture and system issues. The brand and the management are lacking badly. I was promised things that never panned out. The management is more interested in conference calls and their own compensation.,the management is more interested in conference calls and the management's own compensation.,"{'label': 'NEGATIVE', 'score': 0.9867132902145386}",207
286,CSR Customer Service Representative,Former Employee,"Dayton, OH",09/08/2021,3.0,"Former Employee. The company was not bad overall, it was more so the management that was there at the time. The employees themselves were great and really helped each other succeed. Management did not always recognize or value their employees.",Former Employee.,"{'label': 'POSITIVE', 'score': 0.9720117449760437}",208
286,CSR Customer Service Representative,Former Employee,"Dayton, OH",09/08/2021,3.0,"Former Employee. The company was not bad overall, it was more so the management that was there at the time. The employees themselves were great and really helped each other succeed. Management did not always recognize or value their employees.","The company was not bad overall, it was more so the management that was there at the time.","{'label': 'POSITIVE', 'score': 0.9925324320793152}",209
286,CSR Customer Service Representative,Former Employee,"Dayton, OH",09/08/2021,3.0,"Former Employee. The company was not bad overall, it was more so the management that was there at the time. The employees themselves were great and really helped each other succeed. Management did not always recognize or value their employees.",The employees The employees themselves were great and really helped each other succeed.,"{'label': 'POSITIVE', 'score': 0.9998605251312256}",210
286,CSR Customer Service Representative,Former Employee,"Dayton, OH",09/08/2021,3.0,"Former Employee. The company was not bad overall, it was more so the management that was there at the time. The employees themselves were great and really helped each other succeed. Management did not always recognize or value their employees.",Management did not always recognize or value Management's employees.,"{'label': 'NEGATIVE', 'score': 0.9990560412406921}",211
287,Customer Service Representative,Current Employee,Florida,09/08/2021,3.0,Draining . The job is very draining and the success stories on advancement are lies when you look up and see you still in same dept years later. The pay is nice but not worth the mental stress,Draining .,"{'label': 'NEGATIVE', 'score': 0.9990469813346863}",212
287,Customer Service Representative,Current Employee,Florida,09/08/2021,3.0,Draining . The job is very draining and the success stories on advancement are lies when you look up and see you still in same dept years later. The pay is nice but not worth the mental stress,The job is very draining and the success stories on advancement are lies when you look up and see you still in same dept years later.,"{'label': 'NEGATIVE', 'score': 0.9938899278640747}",213
287,Customer Service Representative,Current Employee,Florida,09/08/2021,3.0,Draining . The job is very draining and the success stories on advancement are lies when you look up and see you still in same dept years later. The pay is nice but not worth the mental stress,The pay is nice but not worth the mental stress,"{'label': 'NEGATIVE', 'score': 0.9944826364517212}",214
288,Customer Service Representative,Former Employee,"New Braunfels, TX",09/04/2021,4.0,Productive and great workplace. It was good definitely comes with a bunch of pros to it than cons. They are very flexible in case an emergency happens or right after a certain life event .,Productive and great workplace.,"{'label': 'POSITIVE', 'score': 0.9998838901519775}",215
288,Customer Service Representative,Former Employee,"New Braunfels, TX",09/04/2021,4.0,Productive and great workplace. It was good definitely comes with a bunch of pros to it than cons. They are very flexible in case an emergency happens or right after a certain life event .,It was good definitely comes with a bunch of pros to it than cons.,"{'label': 'POSITIVE', 'score': 0.9995275735855103}",216
288,Customer Service Representative,Former Employee,"New Braunfels, TX",09/04/2021,4.0,Productive and great workplace. It was good definitely comes with a bunch of pros to it than cons. They are very flexible in case an emergency happens or right after a certain life event .,They are very flexible in case an emergency happens or right after a certain life event .,"{'label': 'POSITIVE', 'score': 0.9986639022827148}",217
289,Relationship Banker,Former Employee,"Township of Warren, NJ",09/03/2021,1.0,"The worst bank to work for. I worked here for less than 3 months. Management is terrible, with little to no support and they expect you to train, hit your goals, and do daily outbound calls all in 1-2 months and show numbers or else they threaten your job security. Mind you training takes up almost 1.5 months and most of your day. Pay is acceptable but it doesn't go up much from there and you're subject to only a few other career options within the company.",The worst bank to work for.,"{'label': 'NEGATIVE', 'score': 0.9997885823249817}",218
289,Relationship Banker,Former Employee,"Township of Warren, NJ",09/03/2021,1.0,"The worst bank to work for. I worked here for less than 3 months. Management is terrible, with little to no support and they expect you to train, hit your goals, and do daily outbound calls all in 1-2 months and show numbers or else they threaten your job security. Mind you training takes up almost 1.5 months and most of your day. Pay is acceptable but it doesn't go up much from there and you're subject to only a few other career options within the company.",I worked here for less than 3 months.,"{'label': 'NEGATIVE', 'score': 0.9914496541023254}",219
