sentence_id,__TAGS,GT,date,location,rating,review_id,review_title,role,span_text,status,Classification,Confidence,ASPECT,OPINION,HUMAN_SENTIMENT
56,,Work Life Balance,11/29/2017,"Washington, DC",3,3097,"Fast paced halftime, poor management",Teller,Also the hours were terrible for a part time worker,Current Employee,Negative,0.982,time worker,terrible hour,
57,,Work Life Balance,10/9/2017,"Washington, DC",4,3247,teller,Sales,I like the hours that I was working Monday to Friday 9-5.,Former Employee,Positive,0.57,,,
58,multi-label|benefits,Work Life Balance,9/27/2017,"Whitehall Township, PA",5,3287,Good Company,Head Teller,Flexible with good benefits. ,Former Employee,Positive,0.987,benefit,good benefit,
59,multi-label,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,"there was no work life balance at all , I loved that job but the managers were very rude they helped who they liked the push up who they like ",Former Employee,Negative,0.891,work life balance,very rude manager,
59,multi-label,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,"there was no work life balance at all , I loved that job but the managers were very rude they helped who they liked the push up who they like ",Former Employee,Negative,0.891,job,,Positive
59,multi-label,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,"there was no work life balance at all , I loved that job but the managers were very rude they helped who they liked the push up who they like ",Former Employee,Negative,0.891,manager,,
59,multi-label,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,"there was no work life balance at all , I loved that job but the managers were very rude they helped who they liked the push up who they like ",Former Employee,Negative,0.891,push,,
60,,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,", they preach very hard about work life balance and there wasn't any, but I really love that job and what it could have been for me",Former Employee,Positive,0.868,work life balance,,Negative
60,,Work Life Balance,9/11/2017,"Whitehall, OH",3,3346,the job itself was awesome the managers weren't so much,Customer Service Representative,", they preach very hard about work life balance and there wasn't any, but I really love that job and what it could have been for me",Former Employee,Positive,0.868,job,,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,job,paid vacation day,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,family,,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,vacation day,,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,personal business,,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,holiday,,
61,,Work Life Balance,8/29/2017,"Newtown Square, PA",4,3397,Energetic and fast paced environment,Branch Sales and Service Representative,Of course the paid vacation days and paid floating holidays made my job less stressful knowing I had the time to spend with family and take care of personal business.,Former Employee,Positive,0.929,care,,
62,,Work Life Balance,8/29/2017,"Fairview Heights, IL 62208",4,3399,Summary,Branch Sales and Service Representative,"Good work-life balance, culture, and i have learned a lot about networking with individuals. ",Current Employee,Positive,0.972,life balance,good work-life balance,
62,,Work Life Balance,8/29/2017,"Fairview Heights, IL 62209",4,3399,Summary,Branch Sales and Service Representative,"Good work-life balance, culture, and i have learned a lot about networking with individuals. ",Current Employee,Positive,0.972,culture,,
62,,Work Life Balance,8/29/2017,"Fairview Heights, IL 62210",4,3399,Summary,Branch Sales and Service Representative,"Good work-life balance, culture, and i have learned a lot about networking with individuals. ",Current Employee,Positive,0.972,work-life,,
62,,Work Life Balance,8/29/2017,"Fairview Heights, IL 62211",4,3399,Summary,Branch Sales and Service Representative,"Good work-life balance, culture, and i have learned a lot about networking with individuals. ",Current Employee,Positive,0.972,individual,,
63,,Work Life Balance,8/22/2017,"Jacksonville, FL",3,3425,great place to work for single people,Bilingual Customer Service Representative,"if you have a family, do not work in a call center. ",Current Employee,Negative,0.814,call center,,
63,,Work Life Balance,8/22/2017,"Jacksonville, FL",3,3425,great place to work for single people,Bilingual Customer Service Representative,"if you have a family, do not work in a call center. ",Current Employee,Negative,0.814,family,,
64,,Work Life Balance,8/22/2017,"Jacksonville, FL",3,3425,great place to work for single people,Bilingual Customer Service Representative,"once you pick a shift, you have to stick with it and they will barely even consider changing your hours",Current Employee,Negative,0.811,shift,,
65,,Work Life Balance,8/15/2017,"Baltimore, MD",2,3447,worked to many hours,Teller Supervisor,I have two small children and the branch i'm at is understaffed they want everyone to work 6 days a week all day everyday and stay late. ,Current Employee,Negative,0.863,small child,,
65,,Work Life Balance,8/15/2017,"Baltimore, MD",2,3447,worked to many hours,Teller Supervisor,I have two small children and the branch i'm at is understaffed they want everyone to work 6 days a week all day everyday and stay late. ,Current Employee,Negative,0.863,branch,,
66,,Work Life Balance,5/28/2021,"Clifton, NJ",1,412,Don't do it..,Branch Sales and Services Associate,"Terrible hours (in store location), understaffed, no OT, overworked, unrealistic goals, clueless staff 95% of the time. ",Current Employee,Negative,0.999,goal,terrible hour,
66,,Work Life Balance,5/28/2021,"Clifton, NJ",1,412,Don't do it..,Branch Sales and Services Associate,"Terrible hours (in store location), understaffed, no OT, overworked, unrealistic goals, clueless staff 95% of the time. ",Current Employee,Negative,0.999,staff,clueless staff,
66,,Work Life Balance,5/28/2021,"Clifton, NJ",1,412,Don't do it..,Branch Sales and Services Associate,"Terrible hours (in store location), understaffed, no OT, overworked, unrealistic goals, clueless staff 95% of the time. ",Current Employee,Negative,0.999,store location,unrealistic goal,
66,,Work Life Balance,5/28/2021,"Clifton, NJ",1,412,Don't do it..,Branch Sales and Services Associate,"Terrible hours (in store location), understaffed, no OT, overworked, unrealistic goals, clueless staff 95% of the time. ",Current Employee,Negative,0.999,ot,,
67,,Work Life Balance,7/4/2017,"Ann Arbor, MI",3,3593,pros vs cons,Branch Sales and Service Associate,never a set schedule and don't expect your manager to work a Saturday.,Current Employee,Negative,0.655,manager,set schedule,
67,,Work Life Balance,7/4/2017,"Ann Arbor, MI",3,3593,pros vs cons,Branch Sales and Service Associate,never a set schedule and don't expect your manager to work a Saturday.,Current Employee,Negative,0.655,schedule,,
68,,Work Life Balance,6/19/2017,"Stafford, VA",4,3643,A Great Place to Work,Business Sales and Service Associate,It can be trying at times depending upon your position and location when it comes to work/life balance.,Current Employee,Positive,0.481,life balance,,Negative
68,,Work Life Balance,6/19/2017,"Stafford, VA",4,3643,A Great Place to Work,Business Sales and Service Associate,It can be trying at times depending upon your position and location when it comes to work/life balance.,Current Employee,Positive,0.481,work,,Negative
68,,Work Life Balance,6/19/2017,"Stafford, VA",4,3643,A Great Place to Work,Business Sales and Service Associate,It can be trying at times depending upon your position and location when it comes to work/life balance.,Current Employee,Positive,0.481,position,,Negative
68,,Work Life Balance,6/19/2017,"Stafford, VA",4,3643,A Great Place to Work,Business Sales and Service Associate,It can be trying at times depending upon your position and location when it comes to work/life balance.,Current Employee,Positive,0.481,location,,Negative
69,,Work Life Balance,6/9/2017,"Downers Grove, IL",5,3672,I love it,Mortgage Loan Officer,Flexible hours I really like it.. ,Current Employee,Positive,0.962,,flexible hour,
70,,Work Life Balance,4/29/2021,"Hoffman Estates, IL",2,437,Great benefits but very stressful,Banker,Expect to work 6 days a week. ,Former Employee,Neutral,0.616,,,
71,,Work Life Balance,4/29/2021,"Hoffman Estates, IL",2,437,Great benefits but very stressful,Banker,Lunch breaks get cut short due to staffing issues. ,Former Employee,Negative,0.731,staffing issue,,
71,,Work Life Balance,4/29/2021,"Hoffman Estates, IL",2,437,Great benefits but very stressful,Banker,Lunch breaks get cut short due to staffing issues. ,Former Employee,Negative,0.731,lunch break,,
72,,Work Life Balance,4/29/2021,"Hoffman Estates, IL",2,437,Great benefits but very stressful,Banker,No work-life balance. ,Former Employee,Negative,0.876,life balance,,
72,,Work Life Balance,4/29/2021,"Hoffman Estates, IL",2,437,Great benefits but very stressful,Banker,No work-life balance. ,Former Employee,Negative,0.876,work-life,,
73,,Work Life Balance,5/8/2017,"Pittsburgh, pa",5,3803,Great Pay and Environment,Customer Service Representative,this place is not only concerned with customer satisfaction but also employee satisfaction.,Former Employee,Positive,0.924,place,,
73,,Work Life Balance,5/8/2017,"Pittsburgh, pa",5,3803,Great Pay and Environment,Customer Service Representative,this place is not only concerned with customer satisfaction but also employee satisfaction.,Former Employee,Positive,0.924,customer satisfaction,,
73,,Work Life Balance,5/8/2017,"Pittsburgh, pa",5,3803,Great Pay and Environment,Customer Service Representative,this place is not only concerned with customer satisfaction but also employee satisfaction.,Former Employee,Positive,0.924,employee satisfaction,,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,work life balance,great company,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,benefit,good work life balance,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,culture,good benefit,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,opportunity for advancement,great culture,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,,strong leadership,
74,multi-label|benefits,Work Life Balance,5/4/2017,"Chicago, IL",5,3818,Great company great culture,Associate Asset Liability Management,"Great Company, great culture, good work life balance, opportunities for advancement, strong leadership, fair compensation, good benefits, highly recommend",Former Employee,Positive,0.991,,fair compensation,
75,,Work Life Balance,3/24/2017,Florida,2,3951,Good work life balance,Financial Specialist,Bank hours. ,Former Employee,Neutral,0.78,bank hour,,
76,,Work Life Balance,3/20/2017,"Plainfield, NJ",3,3962,"Okay,,, for short term",Banking Teller Supervisor,this place hou are in as changed over the years that I have been there. ,Former Employee,Neutral,0.568,place hou,,
77,,Work Life Balance,3/20/2017,"Plainfield, NJ",3,3962,"Okay,,, for short term",Banking Teller Supervisor,"If school and need a job while you are getting an education, this is a great place to work as the staff at branch level is usually very nice. ",Former Employee,Positive,0.942,place,great place,
77,,Work Life Balance,3/20/2017,,,,,,,,,,job,,
77,,Work Life Balance,3/20/2017,,,,,,,,,,staff,,
77,,Work Life Balance,3/20/2017,,,,,,,,,,branch level,,
77,,Work Life Balance,3/20/2017,,,,,,,,,,school,,
77,,Work Life Balance,3/20/2017,,,,,,,,,,education,,
78,,Work Life Balance,4/19/2022,"Washington, DC",1,67,No Work life balance and horrible pay,Personal Banker,Long work hours post pandemic. ,Former Employee,Negative,0.63,long work hour,,
78,,Work Life Balance,4/19/2022,,,,,,,,,,pandemic,,
79,,Work Life Balance,2/13/2017,"Camp Hill, PA",5,4049,Work Life Baance is high quality,Private Client Group Team Leader,Company is employee friendly and believes in quality of life and a true work life balance,Current Employee,Positive,0.974,company,,
79,,Work Life Balance,2/13/2017,,,,,,,,,,employee,,
79,,Work Life Balance,2/13/2017,,,,,,,,,,true work life balance,,
79,,Work Life Balance,2/13/2017,,,,,,,,,,quality of life,,
80,,Work Life Balance,2/5/2017,Ashl,5,4074,Great Place,"CSA, Teller",Hours were great and willing to work overtime too. ,Former Employee,Positive,0.987,willing to work overtime,great hour,
149,,Process,11/13/2019,"Dayton, OH",2,1148,It's like the book 1984,Branch Sales and Service Associate,They have a department that does nothing but listen to your phone calls.,Former Employee,Negative,0.937,phone call,,
,,,,,,,,,,,,,department,,
150,,Process,11/13/2019,"Dayton, OH",2,1148,It's like the book 1984,Branch Sales and Service Associate,You have multiple meetings that produces no results throughout the week.,Former Employee,Negative,0.908,multiple meeting,,
,,,,,,,,,,,,,result,,
151,unsure,Process,11/11/2019,"Cincinnati, OH",5,1149,Great culture,Branch Manager,The internal tech is lacking.,Current Employee,Negative,0.901,internal tech,,
152,,Process,7/28/2019,"Miamisburg, OH",4,1410,Old school banking operation,Operations Manager II,Going through some system changes right now.,Current Employee,Neutral,0.798,system change,,
153,unsure,Process,5/23/2019,"Whippany, NJ",1,1547,Branch Management,Branch Manager,Great place to meet and get to know the community but continuously met and competed with other managers in same region for customers and business.,Former Employee,Positive,0.786,place,great place,
,,,,,,,,,,,,,manager,,
,,,,,,,,,,,,,region for customers,,
,,,,,,,,,,,,,business,,
,,,,,,,,,,,,,community,,
154,,Process,4/23/2019,"Cleveland, OH",2,1616,"Tactical, next flashy thing management style",Operations Specialist,It takes 4-5 months to get an approved work effort approved to begin.,Current Employee,Negative,0.704,work effort,approved work effort,
155,,Process,4/23/2019,"Cleveland, OH",2,1616,"Tactical, next flashy thing management style",Operations Specialist,"So after getting approval, you have another 4-5 months of getting approvals before you can begin.",Current Employee,Neutral,0.649,approval,,
156,,Process,2/11/2019,"Rockford, MI",5,1801,No Review,Branch Manager,"At this place we used technology to help customers save money, increase efficiency, and become more profitable.",Current Employee,Negative,0.523,place,,
,,,,,,,,,,,,,technology,,
,,,,,,,,,,,,,customer,,
,,,,,,,,,,,,,money,,
,,,,,,,,,,,,,efficiency,,
157,,Process,1/31/2019,"Charlotte, NC",2,1833,No structure,BRAND AMBASSADOR,The day to day consists of cold dropping into businesses like Dunkin Donuts and others to try and engage and gain acquisition.,Current Employee,Negative,0.547,dunkin donuts,cold dropping,
,,,,,,,,,,,,,business,,
,,,,,,,,,,,,,dropping,,
,,,,,,,,,,,,,acquisition,,
158,pre-process_error,Process,11/1/2018,"Batavia, IL",1,2027,Avoid this place,Branch Sales and Service Representative,and the travel is a nightmare then policy and procedure seemed to change daily so forget what you learned cause it will change without notice which makes you look stupid helping the customers. ,Former Employee,Negative,0.974,customer,,
,,,,,,,,,,,,,policy,,
,,,,,,,,,,,,,procedure,,
,,,,,,,,,,,,,nightmare,,
,,,,,,,,,,,,,notice,,
,,,,,,,,,,,,,travel,,
159,,Process,10/24/2018,Pittsburgh,3,2053,this place is going downhill,Records associate senior,"Technology is outdated, dont appreciate employees . ",Former Employee,Negative,0.954,employee,outdated technology,
,,,,,,,,,,,,,technology,,
160,,Process,10/19/2018,"Brecksville, OH",5,2063,"Great Place to Work, Very Corporate",Document Imaging Specialist,The only Negative was how corporate the company could be. ,Former Employee,Positive,0.521,company,,
,,,,,,,,,,,,,negative,,
161,,Process,10/19/2018,"Brecksville, OH",5,2063,"Great Place to Work, Very Corporate",Document Imaging Specialist,Timed task reconciliation (you timed yourself and you had to calculate your production at the end of EVERY DAY) was stressful and could leave you feeling like you under-preformed on a day that you worked your butt off. ,Former Employee,Negative,0.482,task reconciliation,timed task reconciliation,
,,,,,,,,,,,,,end,,
,,,,,,,,,,,,,production,,
,,,,,,,,,,,,,butt,,
162,,Process,10/9/2018,"Columbus, OH",2,2101,not a fund workplace no longer a family atmosphere,Reg Consultant I,It took months to try and get out of the mess and there are still isses.,Current Employee,Negative,0.883,mess,,
,,,,,,,,,,,,,isse,,
163,,Process,10/9/2018,"Columbus, OH",2,2101,not a fund workplace no longer a family atmosphere,Reg Consultant I,they changed there systems over for their loans and caused all kinds of complications with their customers. ,Current Employee,Negative,0.949,customer,,
,,,,,,,,,,,,,loan,,
,,,,,,,,,,,,,complication,,
,,,,,,,,,,,,,kind,,
164,,Process,8/7/2018,"Pittsburgh, PA",1,2289,Customer Service Rep was the worst job you could have at this place.,Customer Service Representative,Half of the time this place did something to screw the customer. ,Former Employee,Negative,0.95,place,,
,,,,,,,,,,,,,customer,,
,,,,,,,,,,,,,half,,
165,multi-label,Process,6/27/2018,"Bethesda, MD",1,2416,Interesting place to work,SR,"Coming from a larger financial institution, this place falls behind in technology and training. ",Current Employee,Negative,0.61,place,,
,,,,,,,,,,,,,technology,,
,,,,,,,,,,,,,larger financial institution,,
,,,,,,,,,,,,,training,,
166,multi-label,Process,6/27/2018,"Bethesda, MD",1,2416,Interesting place to work,SR,There is no guided training and there are countless systems that should be consolidated into one go ease.,Current Employee,Negative,0.94,countless system,guided training,
,,,,,,,,,,,,,training,,
,,,,,,,,,,,,,ease,,
167,socialization|customer focus,Process,8/22/2021,"Morrow, GA",2,305,Very sad I joined,Personal Banker,Privacy of customers or employee is not protected by any means.,Former Employee,Negative,0.711,employee,not protected employee,
,,,,,,,,,,,,,customer,,
,,,,,,,,,,,,,mean,,
,,,,,,,,,,,,,privacy,,
168,,Process,8/22/2021,"Morrow, GA",2,305,Very sad I joined,Personal Banker,Employees talking to customers or other employees about account or customer info in the lobby or in drive thru is open and loud in the branch.,Former Employee,Negative,0.867,employee,,
,,,,,,,,,,,,,customer,,
,,,,,,,,,,,,,branch,,
,,,,,,,,,,,,,customer info,,
,,,,,,,,,,,,,lobby,,
,,,,,,,,,,,,,account,,
,,,,,,,,,,,,,drive,,
169,,Process,8/22/2021,"Morrow, GA",2,305,Very sad I joined,Personal Banker,other can hear and know lot of personal info about other clients and finances and funds or situation thru out the lobby.,Former Employee,Neutral,0.48,personal info,,
,,,,,,,,,,,,,situation,,
,,,,,,,,,,,,,client,,
,,,,,,,,,,,,,lobby,,
,,,,,,,,,,,,,finance,,
,,,,,,,,,,,,,fund,,
170,unsure,Process,8/9/2021,"Cleveland, OH",4,323,"Even pay, lack of career growth.",Branch Banker,Handled pandemic fairly while still keeping employees at work. ,Current Employee,Neutral,0.412,employee,,
,,,,,,,,,,,,,work,,
,,,,,,,,,,,,,handled pandemic,,
171,,Process,4/13/2018,"Charlotte, NC",3,2621,Need Moore strategy When it comes to projects,Product Manager,"Major issues surrounding operations and systems, need to invest into technology to help reduce long processes and human error. ",Current Employee,Negative,0.501,technology,,
,,,,,,,,,,,,,system,,
,,,,,,,,,,,,,long process,,
,,,,,,,,,,,,,major issue,,
,,,,,,,,,,,,,human error,,
,,,,,,,,,,,,,operation,,
172,,Process,4/13/2018,"Charlotte, NC",3,2621,Need Moore strategy When it comes to projects,Product Manager,Too many redundancies and lack of vertical alignment in compliance.,Current Employee,Negative,0.97,vertical alignment,too many redundancies,
,,,,,,,,,,,,,lack,,
,,,,,,,,,,,,,redundancy,,
,,,,,,,,,,,,,compliance,,
173,,Process,12/6/2017,"Chicago, IL",3,3074,Laid back and Friendly,Team Lead,I learned how to navigate through a very unstructured guidelines. ,Former Employee,Negative,0.704,unstructured guideline,,
174,,Process,12/6/2017,"Chicago, IL",3,3074,Laid back and Friendly,Team Lead,It taught me to think outside the box in order to execute completion of projects. ,Former Employee,Positive,0.899,completion of projects,,
,,,,,,,,,,,,,order,,
,,,,,,,,,,,,,box,,
175,,Process,5/29/2022,"Downers Grove, IL",2,6,Every year they cut your pay,Sr Mortgage Loan Originator,"Currently, their idea of fixing the market downturn is for you to call dead end phone numbers of existing customers in their data base. ",Current Employee,Negative,0.622,customer,dead end phone number,
,,,,,,,,,,,,,end phone number,,
,,,,,,,,,,,,,market downturn,,
,,,,,,,,,,,,,data base,,
,,,,,,,,,,,,,idea,,
176,,Process,5/29/2022,"Downers Grove, IL",2,6,Every year they cut your pay,Sr Mortgage Loan Originator,Then the Master Plan is to automate MLOs out of their jobs as much as possible to assure future cuts in MLO pay.,Current Employee,Neutral,0.499,job,,
,,,,,,,,,,,,,master plan,,
,,,,,,,,,,,,,future cut,,
,,,,,,,,,,,,,mlo pay,,
,,,,,,,,,,,,,mlo,,
177,multi-label|training|benefits,Process,10/23/2017,"Pittsburgh, PA",3,3205,"Great Benefits, Poor training",Support Clerk,They get you in with the great benefits but have poor training in place for new hires and for new systems that are updating. ,Former Employee,Negative,0.692,place,great benefit,
,,,,,,,,,,,,,benefit,poor training,
,,,,,,,,,,,,,training,,
,,,,,,,,,,,,,new hire,,
,,,,,,,,,,,,,new system,,
178,,Process,6/29/2017,"Greenville, NC",4,3599,Productive & competitve,Teller Lead,Need to proficient with technology,Former Employee,Neutral,0.723,technology,,
179,,Process,6/14/2017,"Jacksonville, FL",2,3656,Loss mitigation,credit analyzer cust service spoc,"Upper managemt in any way shape or form does not help to streamline a process, but add more and more to a lengthy overdrawn process as well. ",Current Employee,Negative,0.571,overdrawn process,lengthy overdrawn process,
,,,,,,,,,,,,,upper managemt,,
,,,,,,,,,,,,,process,,
,,,,,,,,,,,,,form,,
,,,,,,,,,,,,,shape,,
180,multi-label,Process,5/29/2017,"Pittsburgh, PA",1,3709,Stay away,Purchasing Agent,"Terrible work/life balance, horrible management and bosses, years behind in technology and workplace applications for being a bank. ",Current Employee,Negative,0.992,life balance,horrible management,
,,,,,,,,,,,,,work,terrible work,
,,,,,,,,,,,,,technology,,
,,,,,,,,,,,,,bank,,
,,,,,,,,,,,,,workplace application,,
,,,,,,,,,,,,,management,,
,,,,,,,,,,,,,boss,,
181,,Process,5/7/2017,"Kalamazoo, MI",5,3807,Government Reporting was interesting and learning how everyday banking worked.,Government reporting,I had a deadline with the IRS in reporting CTRs (Currency Transaction Reports) ,Former Employee,Negative,0.688,irs,,
,,,,,,,,,,,,,currency transaction,,
,,,,,,,,,,,,,ctr,,
,,,,,,,,,,,,,deadline,,
182,,Process,5/7/2017,"Kalamazoo, MI",5,3807,Government Reporting was interesting and learning how everyday banking worked.,Government reporting,These reports had to be correct before sending off to the IRS. ,Former Employee,Negative,0.703,irs,,
,,,,,,,,,,,,,report,,
183,,Process,5/7/2017,"Kalamazoo, MI",5,3807,Government Reporting was interesting and learning how everyday banking worked.,Government reporting,"I had a week to review 1,000 to 2,500 CTRs to be sent off to the IRS. ",Former Employee,Neutral,0.812,irs,,
,,,,,,,,,,,,,ctr,,
184,,Process,5/7/2017,"Kalamazoo, MI",5,3807,Government Reporting was interesting and learning how everyday banking worked.,Government reporting,We also had to Quality Review each others work before submitting it to the IRS. ,Former Employee,Neutral,0.706,irs,,
,,,,,,,,,,,,,quality review,,
185,,Process,3/24/2017,Florida,2,3951,Good work life balance,Financial Specialist,Systems are like going back in time to the stone age. ,Former Employee,Neutral,0.588,stone age,,
,,,,,,,,,,,,,systems,,
186,,Process,4/16/2021,"Pittsburgh, PA",4,461,Good Work Life Balance,Compliance Program Specialist Sr,There are many people who have been there for years and it can occasionally be difficult to drive change. ,Former Employee,Negative,0.428,difficult to drive change,,
187,,Process,11/23/2016,"Wilmington, DE",4,4226,My review of this place,Investment Supervisor I,Sometimes it was a challenge to get the fund NAVs in before the stock market closed due to the pricing system being late or going down.,Former Employee,Positive,0.488,stock market,,
,,,,,,,,,,,,,fund nav,,
,,,,,,,,,,,,,pricing system,,
,,,,,,,,,,,,,challenge,,
,,,,,,,,,,,,,sometimes,,
188,,Process,5/20/2016,"Pittsburgh, PA",5,4529,Loveable Enviroment.,Customer care Specialist III,"this place was a nice job, the only issue I have is with they policies and procedures of running the banking business. ",Current Employee,Negative,0.538,place,nice job,
,,,,,,,,,,,,,job,,
,,,,,,,,,,,,,policy,,
,,,,,,,,,,,,,banking business,,
,,,,,,,,,,,,,procedure,,
,,,,,,,,,,,,,issue,,
189,socialization,Process,4/12/2022,"Logansport, IN",1,75,Employee at this place,Branch Banker,Also some people are allowed to break policy over others again if your favorite you get away with it,Former Employee,Negative,0.493,policy,allowed people,
190,,Process,1/18/2016,"Strongsville, OH",3,4746,A up and coming banking institution,Branch Financial Sales Consultant,The goals and strategy of the company are there however the technical aspects such as the systems they use to do your job are lagging.  P,Current Employee,Negative,0.979,company,,
,,,,,,,,,,,,,job,,
,,,,,,,,,,,,,system,,
,,,,,,,,,,,,,goal,,
,,,,,,,,,,,,,technical aspect,,
,,,,,,,,,,,,,strategy,,
191,,Process,9/29/2015,"Kalamazoo, MI",2,4934,"High turnover, questionable practices",Multi Channel Customer Service,"Daily Quick Start's (15 min meetings) were welcomed because they gave a moment of relief from being on the phones, sadly the Quick Starts became as daunting as being on the phones because all they were about was applauding for the  top performers followed up by a pressure to raise the bar. ",Former Employee,Positive,0.633,moment of relief,top performer,
,,,,,,,,,,,,,daily quick start,,
,,,,,,,,,,,,,min meeting,,
,,,,,,,,,,,,,quick starts,,
,,,,,,,,,,,,,phone,,
,,,,,,,,,,,,,performer,,
,,,,,,,,,,,,,pressure,,
,,,,,,,,,,,,,bar,,
192,,Process,9/29/2015,"Kalamazoo, MI",2,4934,"High turnover, questionable practices",Multi Channel Customer Service,"In order to drive you, you're scores would be posted for everyone to see where you stood in the pecking order. ",Former Employee,Neutral,0.59,pecking order,,
,,,,,,,,,,,,,order,,
,,,,,,,,,,,,,score,,
193,,Process,9/29/2015,"Kalamazoo, MI",2,4934,"High turnover, questionable practices",Multi Channel Customer Service,There were lot's  of contests to help drive you and ongoing pot lucks. ,Former Employee,Positive,0.674,ongoing pot luck,,
,,,,,,,,,,,,,contest,,
194,multi-label,Process,9/22/2015,"Cherry Hill, NJ",3,4953,Too Big to Connect,CRR Team Lead,"The first and second level managers care and want to help grow the individual employees, but they are limited by bureaucracy and red tape. ",Current Employee,Negative,0.936,second level manager,,
,,,,,,,,,,,,,individual employee,,
,,,,,,,,,,,,,red tape,,
,,,,,,,,,,,,,bureaucracy,,
195,,Process,12/22/2020,"Jacksonville, FL",1,564,Horrible place to work!!! They do not care about customers ,Loan Processor,It takes months to get loans closed because departments are fighting internally. ,Current Employee,Negative,0.481,department,,
,,,,,,,,,,,,,loan,,
196,,Process,7/19/2015,"Woodland Park, NJ",3,5114,Bank with a lot of cross functional opportunity within Retail Divisions,Financial Specialist II,Needs to have a more standardized methodology to launching company priorities. ,Current Employee,Negative,0.385,company priority,,
,,,,,,,,,,,,,standardized methodology,,
197,,Process,12/13/2020,Remote,3,578,Great work life balance ,Application Developer,"Being a bank, we dont use the most up-to-date technology.",Current Employee,Neutral,0.664,bank,,
,,,,,,,,,,,,,date technology,,
198,multi-label,Process,6/22/2015,"Hanover, PA",3,5179,Unsatisfactory workplace with little room for advancement,Teller,"With this place's ever-changing policy changes, it became nearly impossible to truly feel secure in the direction the company was headed or in any advancement opportunities. ",Current Employee,Negative,0.893,company,headed company,
,,,,,,,,,,,,,place,,
,,,,,,,,,,,,,policy change,,
,,,,,,,,,,,,,advancement opportunity,,
,,,,,,,,,,,,,direction,,
199,multi-label,Process,3/20/2015,"New Market, MD",4,5352,Bank on the hours,Teller,Great hours and excellent co-workers but the hardest thing about working at this place is there gray area in policies and procedures. ,Current Employee,Positive,0.752,place,great hour,
,,,,,,,,,,,,,policy,excellent co-worker,
,,,,,,,,,,,,,gray area,,
,,,,,,,,,,,,,procedure,,
,,,,,,,,,,,,,co-worker,,
200,,Process,3/20/2015,"New Market, MD",4,5352,Bank on the hours,Teller,One this place Bank will allow things to slide while others wont. ,Current Employee,Negative,0.62,place bank,,
